"","X","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"2191",3520,"Coburg North","143 Elizabeth St",4,"h",950000,"S","hockingstuart","18/06/2016",9.2,3058,4,2,2,298,231,2013,"Moreland",-37.7308,144.9836
"2192",3521,"Coburg North","2 Headley St",3,"h",780000,"S","hockingstuart","18/06/2016",9.2,3058,3,1,2,677,146.861538586252,1970,"Moreland",-37.7297,144.9648
"2193",3523,"Coburg North","13 Glyndon Av",2,"h",830000,"S","Jellis","19/11/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2194",3524,"Coburg North","3 Golf Rd",3,"h",860000,"PI","Jellis","19/11/2016",9.2,3058,3,2,3,472,134,1970,"Moreland",-37.734,144.9728
"2195",3526,"Coburg North","14 Adler Gr",3,"h",1076960.67115367,"SP","Nelson","22/05/2016",9.2,3058,3,1,2,494,103,1950,"Moreland",-37.7195,144.9534
"2196",3527,"Coburg North","18 Keane St",2,"h",1076960.67115367,"SN","Barry","22/05/2016",9.2,3058,2,1,3,582,123,1920,"Moreland",-37.729,144.9701
"2197",3528,"Coburg North","67 Boundary Rd",2,"h",530000,"S","Raine","22/08/2016",9.2,3058,2,1,1,332,146.861538586252,1970,"Moreland",-37.7187,144.9564
"2198",3529,"Coburg North","98 Newlands Rd",3,"h",1076960.67115367,"SN","Brace","22/08/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.7295,144.9722
"2199",3530,"Coburg North","6 Portrait Wy",3,"h",682000,"S","Nelson","22/08/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2200",3532,"Coburg North","146 Elizabeth St",3,"h",2e+06,"S","Ray","24/09/2016",9.2,3058,4,1,1,973,146.861538586252,1970,"Moreland",-37.7284,144.9843
"2201",3533,"Coburg North","64 Elizabeth St",3,"h",650000,"SP","Barry","25/02/2017",9.2,3058,3,1,1,407,95,1930,"Darebin",-37.7351,144.9833
"2202",3534,"Coburg North","24 Norris St",4,"h",792000,"SP","Jellis","26/07/2016",9.2,3058,4,2,1,320,131,1950,"Moreland",-37.7242,144.9612
"2203",3535,"Coburg North","45 Shorts Rd",3,"h",720000,"S","Nelson","26/07/2016",9.2,3058,3,1,2,499,105,1970,"Moreland",-37.7236,144.9576
"2204",3536,"Coburg North","2 Carr St",3,"h",970000,"S","Jellis","27/11/2016",9.2,3058,3,1,2,575,129,1960,"Moreland",-37.7307,144.9704
"2205",3537,"Coburg North","24 Arthur St",4,"h",1076960.67115367,"SN","Barry","28/05/2016",9.2,3058,2,1,3,535,155,1950,"Moreland",-37.7235,144.9827
"2206",3538,"Coburg North","9 Princess St",3,"h",1076960.67115367,"S","Jellis","28/05/2016",9.2,3058,2,1,1,647,146.861538586252,1950,"Moreland",-37.7197,144.964
"2207",3539,"Coburg North","24 Tonkin Av",3,"h",785000,"SP","Brad","28/05/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2208",3540,"Coburg North","3 Borang St",3,"h",1076960.67115367,"SN","Barry","28/08/2016",9.2,3058,3,1,1,622,152,1960,"Moreland",-37.7205,144.9707
"2209",3545,"Collingwood","20 Hotham St",3,"h",1260000,"S","Jellis","3/12/2016",1.6,3066,3,1,0,167,146.861538586252,1900,"Yarra",-37.7962,144.9866
"2210",3548,"Collingwood","93 Hotham St",2,"h",1430000,"S","Jellis","4/03/2017",1.6,3066,2,1,0,231,146.861538586252,1970,"Yarra",-37.7969,144.9905
"2211",3557,"Collingwood","20 Emma St",2,"h",1015000,"S","Nelson","8/10/2016",1.6,3066,2,1,0,117,146.861538586252,1970,"Yarra",-37.7948,144.9861
"2212",3565,"Collingwood","382 Wellington St",2,"h",855000,"S","Jellis","12/11/2016",1.6,3066,2,1,0,130,80,1890,"Yarra",-37.7953,144.9882
"2213",3567,"Collingwood","204/2 Johnston St",2,"u",380000,"PI","hockingstuart","13/08/2016",1.6,3066,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2214",3570,"Collingwood","82 Sackville St",2,"h",1265000,"S","Jellis","14/05/2016",1.6,3066,3,1,1,282,112,1920,"Yarra",-37.7985,144.9883
"2215",3571,"Collingwood","18 Derby St",2,"h",1260000,"S","Peter","15/10/2016",1.6,3066,2,1,2,116,146.861538586252,1970,"Yarra",-37.8067,144.984
"2216",3577,"Collingwood","6 Forest St",2,"h",981000,"S","Jellis","17/09/2016",1.6,3066,2,1,0,188,107,1900,"Yarra",-37.7964,144.9923
"2217",3579,"Collingwood","98 Hotham St",3,"h",1470000,"S","Jellis","18/03/2017",1.6,3066,3,2,0,150,146.861538586252,1970,"Yarra",-37.7968,144.9924
"2218",3580,"Collingwood","182 Keele St",2,"h",670000,"S","Jellis","18/03/2017",1.6,3066,2,1,0,118,146.861538586252,1970,"Yarra",-37.7976,144.993
"2219",3583,"Collingwood","5/22 Stanley St",2,"u",515000,"S","Peter","18/03/2017",1.6,3066,2,1,1,816,146.861538586252,1970,"Yarra",-37.802,144.9848
"2220",3586,"Collingwood","18/15 Oxford St",2,"u",655000,"S","Jellis","19/11/2016",1.6,3066,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2221",3588,"Collingwood","104/35 Victoria Pde",1,"u",477500,"S","Biggin","22/05/2016",1.6,3066,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2222",3590,"Collingwood","10/30 Mater St",2,"u",713500,"S","Jellis","22/08/2016",1.6,3066,2,2,1,1060,88,2010,"Yarra",-37.7954,144.9868
"2223",3595,"Collingwood","15 Forest St",4,"h",1076960.67115367,"S","Nelson","27/06/2016",1.6,3066,3,2,1,194,194,1900,"Yarra",-37.7961,144.9919
"2224",3599,"Doncaster","329 George St",4,"h",1924500,"S","Barry","3/09/2016",13.9,3108,4,4,2,1157,146.861538586252,1970,"Manningham",-37.7779,145.127
"2225",3600,"Doncaster","9 Lauer St",4,"h",1416000,"S","Barry","3/09/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2226",3602,"Doncaster","5 Boyd St",3,"h",1403000,"S","Barry","3/12/2016",13.9,3108,3,1,4,727,123,1970,"Manningham",-37.7942,145.1218
"2227",3603,"Doncaster","20 Finlayson St",4,"h",1408000,"S","Jellis","3/12/2016",13.9,3108,4,2,0,725,146.861538586252,1970,"Manningham",-37.7891,145.1073
"2228",3605,"Doncaster","19 Hanke Rd",3,"h",1450000,"PI","Barry","3/12/2016",13.9,3108,3,1,1,638,115,1970,"Manningham",-37.7912,145.1248
"2229",3607,"Doncaster","33 Thiele St",4,"h",1396000,"S","Barry","3/12/2016",13.9,3108,4,1,2,658,138,1975,"Manningham",-37.7827,145.1358
"2230",3610,"Doncaster","22 Glenfern Av",3,"h",1100000,"PI","Barry","4/03/2017",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2231",3611,"Doncaster","28 Glenfern Av",4,"h",1076960.67115367,"VB","Fletchers","4/03/2017",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2232",3614,"Doncaster","2 Nola St",3,"h",1125000,"VB","hockingstuart","4/03/2017",13.9,3108,3,2,2,819,173,1970,"Manningham",-37.781,145.1036
"2233",3616,"Doncaster","18 Buckingham Cr",4,"h",1390000,"PI","Ray","4/06/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2234",3618,"Doncaster","28 Larkspur Av",3,"h",880000,"PI","Barry","4/06/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2235",3620,"Doncaster","1a Morris St",4,"h",1152000,"S","Jellis","6/08/2016",13.9,3108,4,2,2,336,176,2007,"Manningham",-37.794,145.1178
"2236",3621,"Doncaster","5 Arnold Gr",4,"h",1868000,"S","hockingstuart","7/05/2016",13.9,3108,3,2,2,925,218,1960,"Manningham",-37.7869,145.1183
"2237",3622,"Doncaster","72 Board St",3,"h",920000,"PI","Ray","7/05/2016",13.9,3108,4,3,3,655,146.861538586252,1970,"Manningham",-37.7798,145.1319
"2238",3623,"Doncaster","22 Saxon St",4,"h",1050000,"PI","Barry","7/05/2016",13.9,3108,4,2,2,317,194,1995,"Manningham",-37.7815,145.1279
"2239",3626,"Doncaster","3/37 Highview Dr",3,"u",910000,"S","Barry","7/11/2016",13.9,3108,3,2,2,299,135,2001,"Manningham",-37.7929,145.1338
"2240",3627,"Doncaster","3 Maralee Pl",3,"h",1850000,"S","Jellis","7/11/2016",13.9,3108,3,1,2,1073,143,1960,"Manningham",-37.7772,145.1157
"2241",3628,"Doncaster","41 Pettys La",4,"h",1225000,"S","Ray","7/11/2016",13.9,3108,4,3,2,740,185,1985,"Manningham",-37.7912,145.1127
"2242",3629,"Doncaster","33 Somerville St",4,"h",1316000,"S","Jellis","7/11/2016",13.9,3108,4,2,2,716,155,1965,"Manningham",-37.778,145.1173
"2243",3632,"Doncaster","1/10 Morrison Cr",3,"h",736000,"S","hockingstuart","8/10/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2244",3633,"Doncaster","20 Wilsons Rd",3,"h",1076960.67115367,"PI","Ross","8/10/2016",13.9,3108,3,2,2,836,195,1970,"Manningham",-37.7923,145.119
"2245",3635,"Doncaster","1/77 Ayr St",3,"u",828000,"SP","Barry","10/12/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2246",3637,"Doncaster","35 Bordeaux St",4,"h",1430000,"S","Jellis","10/12/2016",13.9,3108,4,2,2,655,170,1970,"Manningham",-37.782,145.1194
"2247",3638,"Doncaster","4 Colston Cl",4,"h",1250000,"PI","Barry","10/12/2016",13.9,3108,4,2,2,780,146.861538586252,1970,"Manningham",-37.7955,145.139
"2248",3639,"Doncaster","5/333 George St",3,"u",772000,"S","Barry","10/12/2016",13.9,3108,3,2,1,203,109,1986,"Manningham",-37.7776,145.1267
"2249",3640,"Doncaster","1 Graeme Cl",4,"h",2e+06,"S","Barry","10/12/2016",13.9,3108,4,3,2,507,146.861538586252,1970,"Manningham",-37.7738,145.1308
"2250",3643,"Doncaster","10 Hampshire Rd",3,"h",1300000,"S","Barry","11/03/2017",13.9,3108,3,1,2,657,146.861538586252,1970,"Manningham",-37.7946,145.1375
"2251",3645,"Doncaster","28 Dunoon St",4,"h",1468000,"S","Ray","12/11/2016",13.9,3108,4,2,2,806,170,1975,"Manningham",-37.7939,145.1392
"2252",3646,"Doncaster","9 Gilmore Rd",3,"h",1275000,"PI","Barry","12/11/2016",13.9,3108,3,1,1,720,146.861538586252,1960,"Manningham",-37.79,145.1309
"2253",3647,"Doncaster","2 Ibis St",4,"h",1200000,"S","ASL","12/11/2016",13.9,3108,4,1,2,657,146.861538586252,1970,"Manningham",-37.7856,145.1374
"2254",3648,"Doncaster","45 Koolkuna Av",4,"h",1076960.67115367,"PI","Philip","12/11/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2255",3651,"Doncaster","41 Highview Dr",3,"h",1310000,"S","Darren","13/08/2016",13.9,3108,3,1,2,1157,146.861538586252,1970,"Manningham",-37.7934,145.1336
"2256",3652,"Doncaster","1 Howard Ct",3,"h",1076960.67115367,"SN","Philip","13/08/2016",13.9,3108,3,2,2,647,152,1970,"Manningham",-37.7769,145.1164
"2257",3653,"Doncaster","1/10 Madeleine St",4,"u",753000,"S","Barry","13/08/2016",13.9,3108,3,1,1,241,105,1970,"Manningham",-37.7743,145.1093
"2258",3654,"Doncaster","170 Ayr St",4,"h",1250000,"SP","Fletchers","14/05/2016",13.9,3108,4,2,3,767,146.861538586252,1963,"Manningham",-37.7735,145.1044
"2259",3655,"Doncaster","768 Elgar Rd",2,"h",1140000,"S","Barry","14/05/2016",13.9,3108,3,1,1,679,146.861538586252,1960,"Manningham",-37.7915,145.1224
"2260",3656,"Doncaster","17/790 Elgar Rd",2,"u",480000,"PI","Fletchers","14/05/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2261",3657,"Doncaster","3/790 Elgar Rd",2,"u",450000,"VB","Fletchers","14/05/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2262",3658,"Doncaster","15 Parkhill Wy",4,"h",1250000,"PI","Barry","14/05/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2263",3659,"Doncaster","3 Somerville St",3,"h",1076960.67115367,"PN","Fletchers","14/05/2016",13.9,3108,3,1,2,763,130,1970,"Manningham",-37.7779,145.114
"2264",3660,"Doncaster","41 Burgundy Dr",3,"h",1180000,"S","Barry","15/10/2016",13.9,3108,3,1,2,657,146.861538586252,1970,"Manningham",-37.7807,145.1193
"2265",3662,"Doncaster","25 Wilsons Rd",4,"h",1076960.67115367,"PI","Philip","15/10/2016",13.9,3108,4,2,2,726,183,1975,"Manningham",-37.792,145.119
"2266",3663,"Doncaster","460 Doncaster Rd",3,"h",1076960.67115367,"S","Jellis","16/04/2016",13.9,3108,3,1,2,692,129,1960,"Manningham",-37.7878,145.1111
"2267",3664,"Doncaster","19 Gilmore Rd",3,"h",1485000,"S","Barry","16/04/2016",13.9,3108,3,2,2,731,140,1960,"Manningham",-37.7892,145.131
"2268",3665,"Doncaster","1 Gray St",3,"h",1076960.67115367,"SN","Philip","16/04/2016",13.9,3108,3,2,1,356,146.861538586252,2009,"Manningham",-37.7898,145.1065
"2269",3666,"Doncaster","22 Menarra St",3,"h",1190000,"S","Ray","16/04/2016",13.9,3108,3,1,1,658,140,1960,"Manningham",-37.7816,145.1066
"2270",3668,"Doncaster","31 Massey St",3,"h",9e+05,"PI","Ray","16/07/2016",13.9,3108,2,2,2,366,150,2013,"Manningham",-37.792,145.1077
"2271",3670,"Doncaster","4 Benton Ct",3,"h",1250000,"PI","Jellis","17/09/2016",13.9,3108,3,2,1,728,150,1965,"Manningham",-37.7813,145.1318
"2272",3671,"Doncaster","2 Louise Ct",3,"h",1030000,"S","Ray","17/09/2016",13.9,3108,3,1,1,827,100,1960,"Manningham",-37.7848,145.1029
"2273",3674,"Doncaster","15 Glenda St",3,"h",1300000,"S","Jellis","18/03/2017",13.9,3108,3,1,2,651,119,1970,"Manningham",-37.7827,145.1051
"2274",3675,"Doncaster","34 Koolkuna Av",4,"h",1076960.67115367,"S","Barry","18/03/2017",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2275",3676,"Doncaster","1/1 Paul St",2,"u",522500,"S","Noel","18/06/2016",13.9,3108,2,1,1,145,146.861538586252,1970,"Manningham",-37.7874,145.1043
"2276",3679,"Doncaster","42 Studley Ct",4,"h",1460000,"SP","Parkes","18/06/2016",13.9,3108,4,2,2,840,146.861538586252,1970,"Manningham",-37.78,145.1145
"2277",3681,"Doncaster","46 Winston Dr",4,"h",1462500,"S","Philip","18/06/2016",13.9,3108,4,3,2,654,160,1969,"Manningham",-37.7795,145.1294
"2278",3683,"Doncaster","35 Bellara St",3,"h",1430000,"S","Barry","19/11/2016",13.9,3108,3,1,2,811,146.861538586252,1970,"Manningham",-37.7927,145.1386
"2279",3684,"Doncaster","16 Burgundy Dr",4,"h",1076960.67115367,"S","Fletchers","19/11/2016",13.9,3108,4,2,2,713,146.861538586252,1975,"Manningham",-37.7802,145.1182
"2280",3686,"Doncaster","24 Outlook Dr",3,"h",1250000,"PI","Fletchers","19/11/2016",13.9,3108,3,2,2,900,195,1970,"Manningham",-37.7902,145.1344
"2281",3687,"Doncaster","7 Reddan Ct",4,"h",1460800,"SP","Jellis","19/11/2016",13.9,3108,4,3,2,654,305,1970,"Manningham",-37.7856,145.1088
"2282",3688,"Doncaster","18 Roseland Gr",3,"h",1152500,"S","Barry","19/11/2016",13.9,3108,3,2,2,648,129,1980,"Manningham",-37.7798,145.1368
"2283",3690,"Doncaster","9 Ernst St",3,"h",1474000,"S","Barry","22/08/2016",13.9,3108,4,2,2,753,146.861538586252,1970,"Manningham",-37.7753,145.1114
"2284",3691,"Doncaster","3/6 Hepburn Rd",3,"u",8e+05,"PI","Barry","22/08/2016",13.9,3108,3,2,2,267,146.861538586252,1991,"Manningham",-37.7882,145.1315
"2285",3693,"Doncaster","741 Elgar Rd",3,"h",1391000,"S","Ray","23/04/2016",13.9,3108,3,1,1,764,175,1965,"Manningham",-37.7934,145.1207
"2286",3695,"Doncaster","34 Harcourt St",4,"h",1076960.67115367,"SN","Ham","24/09/2016",13.9,3108,4,2,2,279,146.861538586252,2008,"Manningham",-37.7915,145.1115
"2287",3696,"Doncaster","31 Pettys La",4,"h",1076960.67115367,"SN","hockingstuart","24/09/2016",13.9,3108,3,1,2,749,180,1970,"Manningham",-37.7904,145.1129
"2288",3697,"Doncaster","22 Tandara Av",4,"h",1505000,"S","Barry","24/09/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2289",3700,"Doncaster","342 Manningham Rd",3,"h",1076960.67115367,"SP","Fletchers","25/02/2017",13.9,3108,3,1,1,653,137,1960,"Manningham",-37.7763,145.1177
"2290",3701,"Doncaster","378 Manningham Rd",4,"h",1401000,"S","RW","25/02/2017",13.9,3108,4,3,2,650,261,1970,"Manningham",-37.7785,145.1212
"2291",3702,"Doncaster","5 Robin Ct",4,"h",1782000,"S","Barry","25/02/2017",13.9,3108,4,3,3,586,306,2002,"Manningham",-37.7739,145.1287
"2292",3703,"Doncaster","4 Scenic Ri",4,"h",1300000,"PI","Jellis","25/02/2017",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2293",3704,"Doncaster","5 Tiffany Ct",4,"h",1076960.67115367,"SP","Jellis","25/02/2017",13.9,3108,4,2,2,805,146.861538586252,1970,"Manningham",-37.7807,145.1253
"2294",3705,"Doncaster","60 Turana St",3,"h",1076960.67115367,"S","Ray","25/02/2017",13.9,3108,3,2,2,643,146.861538586252,1970,"Manningham",-37.7847,145.131
"2295",3706,"Doncaster","1/21 Nola St",3,"u",735000,"S","Ray","26/07/2016",13.9,3108,3,1,1,302,146.861538586252,1970,"Manningham",-37.7809,145.1061
"2296",3707,"Doncaster","12 Norfolk Cct",4,"h",1520000,"S","Barry","26/07/2016",13.9,3108,4,3,2,657,275,2010,"Manningham",-37.7954,145.1379
"2297",3708,"Doncaster","4 Bellara St",3,"h",990000,"S","Barry","27/06/2016",13.9,3108,2,1,1,746,146.861538586252,1970,"Manningham",-37.7933,145.1417
"2298",3709,"Doncaster","70 Council St",4,"h",1076960.67115367,"S","Jellis","27/06/2016",13.9,3108,4,2,2,674,196,1968,"Manningham",-37.7805,145.1309
"2299",3710,"Doncaster","16 Katrina St",3,"h",1020000,"PI","hockingstuart","27/06/2016",13.9,3108,3,1,2,725,146.861538586252,1970,"Manningham",-37.7945,145.1172
"2300",3713,"Doncaster","183a High St",3,"u",751800,"SP","Jellis","27/11/2016",13.9,3108,3,1,2,109,120,2001,"Manningham",-37.7749,145.1138
"2301",3714,"Doncaster","8 Howard Ct",3,"h",1100000,"VB","Vic","27/11/2016",13.9,3108,3,2,2,771,169,1960,"Manningham",-37.7765,145.117
"2302",3715,"Doncaster","394 Manningham Rd",3,"h",1202000,"S","Barry","27/11/2016",13.9,3108,3,2,2,649,150,1965,"Manningham",-37.7794,145.1224
"2303",3716,"Doncaster","25 Outlook Dr",3,"h",1362000,"S","Philip","27/11/2016",13.9,3108,3,1,2,798,132,1960,"Manningham",-37.7894,145.1333
"2304",3718,"Doncaster","7 Botanic Dr",4,"h",1810000,"S","Jellis","28/05/2016",13.9,3108,4,2,4,769,240,1970,"Manningham",-37.7781,145.1337
"2305",3719,"Doncaster","5 Kalimna Cr",3,"h",1150000,"PI","Barry","28/05/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2306",3721,"Doncaster","34 Ayr St",3,"h",826000,"S","Assisi","28/08/2016",13.9,3108,3,1,4,192,278,1970,"Manningham",-37.7837,145.1027
"2307",3722,"Doncaster","1 Crawford Rd",3,"h",9e+05,"S","Barry","28/08/2016",13.9,3108,4,3,2,385,146.861538586252,1970,"Manningham",-37.7774,145.1205
"2308",3724,"Doncaster","8 Winters Wy",3,"h",1170500,"S","Barry","30/07/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2309",3725,"Eaglemont","82 The Righi",3,"h",1076960.67115367,"SN","Miles","3/09/2016",10.3,3084,3,1,2,844,132,1930,"Banyule",-37.7626,145.057
"2310",3727,"Eaglemont","23 Silverdale Rd",4,"h",1076960.67115367,"SN","Nelson","6/08/2016",10.3,3084,4,3,2,1127,325,1996,"Banyule",-37.7667,145.0536
"2311",3730,"Eaglemont","41 Carlsberg Rd",4,"h",1076960.67115367,"SN","Miles","10/09/2016",10.3,3084,4,2,2,842,298,1920,"Banyule",-37.7646,145.0626
"2312",3731,"Eaglemont","76 Castle St",4,"h",1650000,"VB","Miles","10/09/2016",10.3,3084,4,3,2,724,327,1940,"Banyule",-37.7594,145.0594
"2313",3733,"Eaglemont","1 The Righi",4,"h",1687000,"S","Nelson","10/09/2016",10.3,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2314",3734,"Eaglemont","41 Glenard Dr",2,"h",1076960.67115367,"PN","Nelson","10/12/2016",10.3,3084,2,1,1,733,130,1950,"Banyule",-37.7627,145.0696
"2315",3735,"Eaglemont","59 Banksia St",3,"h",1076960.67115367,"SN","Miles","12/11/2016",10.3,3084,3,1,2,858,162,1925,"Banyule",-37.7593,145.0636
"2316",3736,"Eaglemont","27 Glen Dr",3,"h",1816000,"S","Nelson","12/11/2016",10.3,3084,3,1,2,846,180,1955,"Banyule",-37.7666,145.0591
"2317",3738,"Eaglemont","61 Glenard Dr",4,"h",2050000,"S","Miles","15/10/2016",10.3,3084,4,3,2,723,290,1950,"Banyule",-37.7615,145.0705
"2318",3742,"Eaglemont","27 Ormond Rd",3,"h",1076960.67115367,"PI","Barry","18/06/2016",10.3,3084,3,1,1,981,146,1950,"Banyule",-37.7673,145.0583
"2319",3743,"Eaglemont","2/12 Ashby Gr",2,"u",6e+05,"SP","Miles","23/04/2016",10.3,3084,2,1,1,112,95,1970,"Banyule",-37.7669,145.0521
"2320",3744,"Eaglemont","4/84 The Righi",3,"u",1076960.67115367,"PN","Miles","25/02/2017",10.3,3084,3,2,2,341,146.861538586252,1980,"Banyule",-37.7623,145.0566
"2321",3745,"Eaglemont","34 Durham St",3,"h",1601000,"S","Miles","26/07/2016",10.3,3084,3,1,1,872,136,1960,"Banyule",-37.7618,145.0649
"2322",3746,"Eaglemont","107 Banksia St",3,"h",1100000,"VB","Holland","27/06/2016",10.3,3084,3,2,1,555,300,1988,"Banyule",-37.7585,145.0568
"2323",3747,"Eaglemont","58 Glenard Dr",4,"h",1076960.67115367,"S","Nelson","27/11/2016",10.3,3084,4,3,2,867,286,1950,"Banyule",-37.7621,145.0705
"2324",3749,"Eaglemont","4/47 Sherwood Rd",3,"u",1060000,"S","hockingstuart","27/11/2016",10.3,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2325",3751,"Eaglemont","13 Warne St",4,"h",2012000,"S","Nelson","27/11/2016",10.3,3084,4,3,2,597,245,1940,"Banyule",-37.765,145.0646
"2326",3752,"Eaglemont","4/143 Locksley Rd",1,"u",4e+05,"SP","Miles","28/05/2016",10.3,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2327",3753,"Eaglemont","30 Cape St",4,"h",1076960.67115367,"S","Haughton","28/08/2016",10.3,3084,4,2,1,576,146.861538586252,1970,"Banyule",-37.7601,145.0667
"2328",3755,"Eaglemont","49a Hopetoun Gr",3,"h",650000,"S","Miles","30/07/2016",10.3,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2329",3756,"Elsternwick","30 Ross St",2,"h",9e+05,"VB","Gary","3/09/2016",8.5,3185,2,1,2,239,110,1940,"Glen Eira",-37.8845,144.999
"2330",3757,"Elsternwick","393 Kooyong Rd",3,"h",1625000,"S","Biggin","3/12/2016",8.5,3185,3,2,2,447,181,1920,"Glen Eira",-37.8912,145.0138
"2331",3758,"Elsternwick","4 Meaney St",2,"h",906000,"S","Purplebricks","3/12/2016",8.5,3185,2,1,1,221,146.861538586252,1970,"Glen Eira",-37.8829,145.0129
"2332",3759,"Elsternwick","8 Ross St",4,"h",1100000,"VB","hockingstuart","3/12/2016",8.5,3185,4,2,0,147,159,1910,"Glen Eira",-37.8852,144.9997
"2333",3760,"Elsternwick","26 Leslie St",3,"h",1076960.67115367,"SN","Woodards","4/03/2017",8.5,3185,3,1,2,334,93,1920,"Glen Eira",-37.8828,145.0135
"2334",3762,"Elsternwick","52a Trevelyan St",2,"u",930000,"S","hockingstuart","4/06/2016",8.5,3185,2,1,1,295,146.861538586252,1970,"Glen Eira",-37.8904,145.013
"2335",3763,"Elsternwick","29 Hartington St",4,"h",1076960.67115367,"SN","Woodards","6/08/2016",8.5,3185,3,2,2,534,154,1900,"Glen Eira",-37.8913,145.0119
"2336",3764,"Elsternwick","9 McCombie St",3,"h",1440000,"S","Buxton","6/08/2016",8.5,3185,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.8833,144.9982
"2337",3765,"Elsternwick","4 Buxton St",3,"h",1755000,"S","Gary","7/05/2016",8.5,3185,3,2,1,391,173,1905,"Glen Eira",-37.8885,145.0133
"2338",3766,"Elsternwick","44 Hartington St",4,"h",1400000,"SP","Biggin","7/05/2016",8.5,3185,4,1,1,489,150,1910,"Glen Eira",-37.8916,145.0123
"2339",3767,"Elsternwick","1/34 Clarence St",3,"u",1240000,"S","Hodges","7/11/2016",8.5,3185,3,2,2,319,123,1990,"Glen Eira",-37.8922,145.0112
"2340",3770,"Elsternwick","56 Prentice St",4,"h",1076960.67115367,"SN","Biggin","8/10/2016",8.5,3185,4,3,2,379,287,1970,"Glen Eira",-37.8836,145.0148
"2341",3771,"Elsternwick","206/28 Riddell Pde",2,"u",1076960.67115367,"VB","Greg","8/10/2016",8.5,3185,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"2342",3772,"Elsternwick","1/59 College St",3,"u",1076960.67115367,"S","Biggin","10/09/2016",8.5,3185,3,2,2,269,143,1996,"Glen Eira",-37.8926,145.0085
"2343",3775,"Elsternwick","14 Prentice St",3,"h",1805000,"PI","Biggin","10/12/2016",8.5,3185,3,2,1,347,146.861538586252,1970,"Glen Eira",-37.8833,145.0118
"2344",3776,"Elsternwick","3/26 Ross St",3,"h",8e+05,"VB","Hodges","10/12/2016",8.5,3185,3,2,2,331,112,2010,"Glen Eira",-37.8847,144.9992
"2345",3777,"Elsternwick","12 Rusden St",3,"h",965000,"PI","Biggin","10/12/2016",8.5,3185,3,1,2,275,119,1900,"Glen Eira",-37.8859,144.9994
"2346",3778,"Elsternwick","42 Bertram St",4,"h",1076960.67115367,"SN","Biggin","12/11/2016",8.5,3185,4,2,3,696,194,1920,"Glen Eira",-37.8936,145.0103
"2347",3779,"Elsternwick","2/21 Gisborne St",2,"h",1160000,"SP","Chisholm","12/11/2016",8.5,3185,2,2,2,155,137,2011,"Glen Eira",-37.8887,145.0046
"2348",3781,"Elsternwick","10 Seymour Rd",3,"h",1076960.67115367,"SN","Biggin","12/11/2016",8.5,3185,3,2,1,479,167,1890,"Glen Eira",-37.8806,145.008
"2349",3783,"Elsternwick","18 McMillan St",3,"h",1076960.67115367,"SN","Biggin","14/05/2016",8.5,3185,4,2,1,572,146.861538586252,1970,"Glen Eira",-37.8868,145.0017
