"","X","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"661",3163,"Chadstone","2/20 Hillcrest Av",2,"u",670000,"S","Buxton","3/09/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"662",3164,"Chadstone","2/4 Kalymna Gr",4,"t",1076960.67115367,"S","Buxton","3/12/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"663",3169,"Chadstone","2/44 Railway Pde S",3,"u",7e+05,"S","Bekdon","4/06/2016",13.6,3148,2,2,1,224,94,2006,"Monash",-37.8738,145.1054
"664",3172,"Chadstone","2/4 Lenna Ct",3,"t",865000,"S","Buxton","7/11/2016",13.6,3148,3,2,2,277,143,2010,"Monash",-37.8796,145.1044
"665",3173,"Chadstone","1/1 Margot St",3,"u",805500,"S","Ray","8/10/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"666",3175,"Chadstone","2/9 Batesford Rd",4,"t",1015000,"S","Buxton","10/12/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"667",3177,"Chadstone","2/14 Cole Cr",3,"t",999000,"S","Ray","11/02/2017",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"668",3178,"Chadstone","2/12 Moorong St",4,"t",1042500,"S","Buxton","11/02/2017",13.6,3148,4,3,2,209,160,2016,"Monash",-37.8805,145.105
"669",3182,"Chadstone","5/5 Churchill Av",3,"t",1076960.67115367,"PI","Buxton","15/10/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"670",3187,"Chadstone","1/19 Warrina St",4,"t",965000,"SP","Buxton","17/09/2016",13.6,3148,4,3,2,273,182,2012,"Monash",-37.8742,145.105
"671",3191,"Chadstone","2/35 Binalong Av",3,"t",820000,"S","McGrath","19/11/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"672",3193,"Chadstone","1A Mudgee Ct",3,"t",860000,"S","Ray","19/11/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"673",3195,"Chadstone","1/22 Stapley Cr",4,"t",1085000,"S","Buxton","19/11/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"674",3197,"Chadstone","2/8 Moona Ct",4,"t",898000,"SP","Nelson","22/05/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"675",3198,"Chadstone","1/19 Binalong Av",2,"u",627000,"S","Buxton","23/04/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"676",3203,"Chadstone","1/13 Terrigal St",4,"t",1076960.67115367,"S","Ray","25/02/2017",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"677",3206,"Chadstone","3/12 Cole Cr",4,"t",1076960.67115367,"PI","Buxton","27/06/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"678",3207,"Chadstone","1/28 Cole Cr",3,"t",985000,"S","Buxton","27/06/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"679",3208,"Chadstone","3/3 Mudgee Ct",3,"t",753000,"S","Buxton","27/06/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"680",3212,"Chadstone","3/23 Stapley Cr",3,"t",1076960.67115367,"PI","Buxton","27/11/2016",13.6,3148,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"681",3213,"Chadstone","5/1 Rae St",3,"t",1076960.67115367,"S","Fletchers","28/05/2016",13.6,3148,3,2,1,184,127,2005,"Monash",-37.8858,145.0929
"682",3214,"Chadstone","2/2 Robert St",3,"t",845000,"S","Buxton","28/05/2016",13.6,3148,3,2,1,177,111,2012,"Monash",-37.8824,145.1042
"683",3216,"Chadstone","2/19 Thurloo St",4,"t",881000,"S","Ray","28/08/2016",13.6,3148,3,2,1,188,137,2014,"Monash",-37.8781,145.0955
"684",3221,"Clifton Hill","7/29 Dwyer St",1,"u",340000,"PI","Woodards","3/12/2016",3.4,3068,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"685",3224,"Clifton Hill","5/118 Roseneath St",3,"t",1076960.67115367,"S","Collins","4/06/2016",3.4,3068,3,2,2,121,165,2003,"Yarra",-37.7934,144.9986
"686",3226,"Clifton Hill","3/68 Noone St",3,"t",930000,"S","Collins","7/11/2016",3.4,3068,3,2,1,124,116,2000,"Yarra",-37.7934,144.9923
"687",3256,"Clifton Hill","4/200 Noone St",3,"t",1076960.67115367,"S","Jellis","19/11/2016",3.4,3068,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"688",3270,"Clifton Hill","19/184 Noone St",3,"t",841000,"PI","Jellis","27/11/2016",3.4,3068,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"689",3271,"Clifton Hill","7/82 Roseneath St",3,"t",897500,"SP","Jellis","27/11/2016",3.4,3068,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"690",3272,"Clifton Hill","21/184 Noone St",3,"t",810000,"PI","Raine","28/05/2016",3.4,3068,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"691",3283,"Coburg","3/25 Belgrave St",2,"t",655000,"S","Nelson","3/12/2016",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"692",3289,"Coburg","301/6 Sydney Rd",2,"t",480000,"VB","Nelson","3/12/2016",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"693",3309,"Coburg","20A Queen St",2,"t",790000,"S","Raine","7/05/2016",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"694",3314,"Coburg","2/58 Moore St",3,"t",865000,"S","Nelson","7/11/2016",7.8,3058,3,2,2,263,146.861538586252,2008,"Moreland",-37.7546,144.9713
"695",3317,"Coburg","3/58 Moore St",3,"t",740000,"VB","Nelson","8/10/2016",7.8,3058,3,2,1,255,164,2014,"Moreland",-37.7546,144.9713
"696",3323,"Coburg","3/262 Reynard St",2,"t",610000,"PI","Ray","8/10/2016",7.8,3058,2,2,1,114,146.861538586252,1970,"Moreland",-37.7466,144.9482
"697",3329,"Coburg","4/44 Victoria St",2,"u",653000,"SP","Peter","10/09/2016",7.8,3058,2,1,1,129,107,2012,"Moreland",-37.7422,144.9606
"698",3332,"Coburg","2/118 Bruce St",3,"t",640000,"S","Nelson","10/12/2016",7.8,3058,3,1,2,119,109,1995,"Moreland",-37.7403,144.9491
"699",3338,"Coburg","10 Stockade Av",3,"t",810000,"S","JMRE","11/02/2017",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"700",3344,"Coburg","38 Budds St",2,"t",657000,"SP","Nelson","13/08/2016",7.8,3058,2,1,2,138,146.861538586252,1970,"Moreland",-37.7427,144.9711
"701",3345,"Coburg","54 Tanderum Dr",3,"t",1076960.67115367,"SN","Brace","13/08/2016",7.8,3058,3,2,2,184,146.861538586252,1970,"Moreland",-37.7368,144.9734
"702",3357,"Coburg","185 Urquhart St",3,"t",1076960.67115367,"S","Nelson","16/07/2016",7.8,3058,3,2,2,154,154,1970,"Moreland",-37.7411,144.9762
"703",3365,"Coburg","57 Connolly Av",3,"u",782000,"S","Harcourts","18/03/2017",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"704",3394,"Coburg","9 Parklane Mw",3,"t",664000,"SP","Nelson","22/08/2016",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"705",3395,"Coburg","5/39 Service St",2,"t",598000,"S","Nelson","22/08/2016",7.8,3058,2,1,1,108,100,2007,"Moreland",-37.7379,144.9617
"706",3398,"Coburg","2a Young St",3,"t",1076960.67115367,"S","Nelson","22/08/2016",7.8,3058,3,2,2,219,146.861538586252,2000,"Moreland",-37.7451,144.9583
"707",3408,"Coburg","74 Linda St",3,"t",8e+05,"PI","Peter","24/09/2016",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"708",3424,"Coburg","2/618 Sydney Rd",3,"t",6e+05,"S","Brad","25/02/2017",7.8,3058,3,1,1,102,95,1976,"Moreland",-37.736,144.9665
"709",3426,"Coburg","2/56 The Avenue",2,"t",605000,"PI","Peter","25/02/2017",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"710",3439,"Coburg","3/117 Gordon St",3,"t",687000,"S","Nelson","27/11/2016",7.8,3058,3,1,1,116,140,1995,"Moreland",-37.7454,144.9487
"711",3447,"Coburg","2/44 Berry St",3,"t",810000,"S","Nelson","28/05/2016",7.8,3058,3,2,1,213,131,2010,"Moreland",-37.7461,144.9584
"712",3467,"Coburg","9 Woiwurung Cr",2,"t",1076960.67115367,"SN","Barry","30/07/2016",7.8,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"713",3472,"Coburg North","3/1 Headley St",3,"t",631000,"S","McGrath","4/03/2017",9.2,3058,3,1,1,178,120,2012,"Moreland",-37.7297,144.9645
"714",3473,"Coburg North","5/1 Headley St",2,"t",6e+05,"S","McGrath","4/03/2017",9.2,3058,2,1,1,145,105,2010,"Moreland",-37.7295,144.9641
"715",3480,"Coburg North","25 Ida St",2,"t",420000,"VB","Peter","6/08/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"716",3492,"Coburg North","18 Alexander Av",3,"t",1076960.67115367,"PN","Ray","10/12/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"717",3504,"Coburg North","1/97 Shorts Rd",2,"t",522500,"S","RW","14/05/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"718",3505,"Coburg North","4/97 Shorts Rd",2,"t",523000,"SP","hockingstuart","15/10/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"719",3507,"Coburg North","31 Camera Wk",2,"t",460000,"PI","Stockdale","16/04/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"720",3508,"Coburg North","3/53 Lincoln Av",2,"u",1076960.67115367,"SN","Barry","16/04/2016",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"721",3512,"Coburg North","3/7 Shorts Rd",2,"t",1076960.67115367,"PI","Ray","17/09/2016",9.2,3058,2,2,1,117,119,2013,"Moreland",-37.724,144.9614
"722",3513,"Coburg North","3/44 Bakers Rd",2,"t",1076960.67115367,"SN","Barry","18/03/2017",9.2,3058,2,1,1,104,90,2012,"Moreland",-37.7269,144.9626
"723",3515,"Coburg North","10/3 Newlands Rd",2,"u",520000,"S","Brad","18/03/2017",9.2,3058,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"724",3516,"Coburg North","2/26 Renown St",2,"u",532500,"S","Brad","18/03/2017",9.2,3058,2,1,1,168,146.861538586252,1970,"Moreland",-37.73,144.9629
"725",3522,"Coburg North","13/7 Newlands Rd",3,"t",1076960.67115367,"SN","Barry","18/06/2016",9.2,3058,3,1,1,146,129,2001,"Moreland",-37.7337,144.9707
"726",3531,"Coburg North","203b Elizabeth St",2,"t",570000,"S","Ray","23/04/2016",9.2,3058,2,2,2,186,146.861538586252,1970,"Moreland",-37.7263,144.9843
"727",3541,"Collingwood","69 Hotham St",2,"t",750000,"S","Jellis","3/09/2016",1.6,3066,2,1,1,115,146.861538586252,1970,"Yarra",-37.7968,144.9891
"728",3560,"Collingwood","2/28 Napoleon St",2,"t",999000,"SP","Jellis","8/10/2016",1.6,3066,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"729",3561,"Collingwood","130 Perry St",3,"t",910000,"S","Jellis","10/09/2016",1.6,3066,3,1,1,171,146.861538586252,1970,"Yarra",-37.8006,144.9925
"730",3567,"Collingwood","204/2 Johnston St",2,"u",380000,"PI","hockingstuart","13/08/2016",1.6,3066,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"731",3583,"Collingwood","5/22 Stanley St",2,"u",515000,"S","Peter","18/03/2017",1.6,3066,2,1,1,816,146.861538586252,1970,"Yarra",-37.802,144.9848
"732",3586,"Collingwood","18/15 Oxford St",2,"u",655000,"S","Jellis","19/11/2016",1.6,3066,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"733",3588,"Collingwood","104/35 Victoria Pde",1,"u",477500,"S","Biggin","22/05/2016",1.6,3066,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"734",3590,"Collingwood","10/30 Mater St",2,"u",713500,"S","Jellis","22/08/2016",1.6,3066,2,2,1,1060,88,2010,"Yarra",-37.7954,144.9868
"735",3604,"Doncaster","39 Frederick St",4,"t",855000,"S","Barry","3/12/2016",13.9,3108,4,2,2,242,146.861538586252,1970,"Manningham",-37.7915,145.1258
"736",3609,"Doncaster","1/3 Katrina St",4,"t",1320000,"PI","Ray","4/02/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"737",3612,"Doncaster","1/4 Gregory Ct",4,"t",1231000,"SP","Jellis","4/03/2017",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"738",3626,"Doncaster","3/37 Highview Dr",3,"u",910000,"S","Barry","7/11/2016",13.9,3108,3,2,2,299,135,2001,"Manningham",-37.7929,145.1338
"739",3635,"Doncaster","1/77 Ayr St",3,"u",828000,"SP","Barry","10/12/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"740",3636,"Doncaster","11A Balfour St",3,"t",945000,"S","Assisi","10/12/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"741",3639,"Doncaster","5/333 George St",3,"u",772000,"S","Barry","10/12/2016",13.9,3108,3,2,1,203,109,1986,"Manningham",-37.7776,145.1267
"742",3641,"Doncaster","22/222 Williamsons Rd",3,"t",550000,"VB","Hamilton","10/12/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"743",3642,"Doncaster","3/4 Frank St",3,"t",950000,"S","Ham","11/02/2017",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"744",3649,"Doncaster","1 Sentinel Wy",3,"t",1011500,"S","Barry","12/11/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"745",3653,"Doncaster","1/10 Madeleine St",4,"u",753000,"S","Barry","13/08/2016",13.9,3108,3,1,1,241,105,1970,"Manningham",-37.7743,145.1093
"746",3656,"Doncaster","17/790 Elgar Rd",2,"u",480000,"PI","Fletchers","14/05/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"747",3657,"Doncaster","3/790 Elgar Rd",2,"u",450000,"VB","Fletchers","14/05/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"748",3661,"Doncaster","18c High St",3,"t",746000,"S","hockingstuart","15/10/2016",13.9,3108,3,2,2,118,106,2013,"Manningham",-37.7863,145.106
"749",3667,"Doncaster","33a Finlayson St",4,"t",1325000,"PI","Jellis","16/07/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"750",3669,"Doncaster","2/6 Baird Street Nth",3,"t",1076960.67115367,"PN","Ross","17/09/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"751",3673,"Doncaster","4/98 Church Rd",4,"t",985000,"S","Fletchers","18/03/2017",13.9,3108,4,2,2,182,160,1998,"Manningham",-37.7888,145.138
"752",3676,"Doncaster","1/1 Paul St",2,"u",522500,"S","Noel","18/06/2016",13.9,3108,2,1,1,145,146.861538586252,1970,"Manningham",-37.7874,145.1043
"753",3677,"Doncaster","3/9 Persimmon Ct",3,"t",1076960.67115367,"PI","Philip","18/06/2016",13.9,3108,3,2,1,228,156,2014,"Manningham",-37.7845,145.1399
"754",3685,"Doncaster","33 Finlayson St",4,"t",1350000,"PI","Barry","19/11/2016",13.9,3108,4,3,2,711,146.861538586252,1960,"Manningham",-37.7887,145.1086
"755",3691,"Doncaster","3/6 Hepburn Rd",3,"u",8e+05,"PI","Barry","22/08/2016",13.9,3108,3,2,2,267,146.861538586252,1991,"Manningham",-37.7882,145.1315
"756",3699,"Doncaster","3/103 Church Rd",3,"t",1102200,"SP","Jellis","25/02/2017",13.9,3108,3,2,2,233,175,2012,"Manningham",-37.7881,145.1371
"757",3706,"Doncaster","1/21 Nola St",3,"u",735000,"S","Ray","26/07/2016",13.9,3108,3,1,1,302,146.861538586252,1970,"Manningham",-37.7809,145.1061
"758",3712,"Doncaster","3/11 Frank St",4,"t",973500,"S","Ray","27/11/2016",13.9,3108,4,2,2,234,160,2009,"Manningham",-37.7932,145.1275
"759",3713,"Doncaster","183a High St",3,"u",751800,"SP","Jellis","27/11/2016",13.9,3108,3,1,2,109,120,2001,"Manningham",-37.7749,145.1138
"760",3717,"Doncaster","1/62 Rathmullen Qd",4,"t",9e+05,"VB","Fletchers","27/11/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"761",3720,"Doncaster","3/20 Queens Av",3,"t",901000,"S","Jellis","28/05/2016",13.9,3108,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"762",3723,"Doncaster","2 Eildon St",3,"t",888000,"S","Jellis","28/08/2016",13.9,3108,3,2,1,192,146.861538586252,1970,"Manningham",-37.7942,145.1256
"763",3743,"Eaglemont","2/12 Ashby Gr",2,"u",6e+05,"SP","Miles","23/04/2016",10.3,3084,2,1,1,112,95,1970,"Banyule",-37.7669,145.0521
"764",3744,"Eaglemont","4/84 The Righi",3,"u",1076960.67115367,"PN","Miles","25/02/2017",10.3,3084,3,2,2,341,146.861538586252,1980,"Banyule",-37.7623,145.0566
"765",3749,"Eaglemont","4/47 Sherwood Rd",3,"u",1060000,"S","hockingstuart","27/11/2016",10.3,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"766",3752,"Eaglemont","4/143 Locksley Rd",1,"u",4e+05,"SP","Miles","28/05/2016",10.3,3084,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"767",3762,"Elsternwick","52a Trevelyan St",2,"u",930000,"S","hockingstuart","4/06/2016",8.5,3185,2,1,1,295,146.861538586252,1970,"Glen Eira",-37.8904,145.013
"768",3767,"Elsternwick","1/34 Clarence St",3,"u",1240000,"S","Hodges","7/11/2016",8.5,3185,3,2,2,319,123,1990,"Glen Eira",-37.8922,145.0112
"769",3771,"Elsternwick","206/28 Riddell Pde",2,"u",1076960.67115367,"VB","Greg","8/10/2016",8.5,3185,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"770",3772,"Elsternwick","1/59 College St",3,"u",1076960.67115367,"S","Biggin","10/09/2016",8.5,3185,3,2,2,269,143,1996,"Glen Eira",-37.8926,145.0085
"771",3788,"Elsternwick","3/477 Kooyong Rd",3,"t",1071000,"S","Biggin","16/04/2016",8.5,3185,3,2,2,179,125,2000,"Glen Eira",-37.8961,145.0125
"772",3794,"Elsternwick","1/20 Downshire Rd",2,"u",8e+05,"S","Rodney","18/03/2017",8.5,3185,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"773",3795,"Elsternwick","10/488 Glenhuntly Rd",2,"u",485000,"S","Buxton","18/03/2017",8.5,3185,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"774",3802,"Elsternwick","17/39 Horne St",3,"t",850000,"PI","Scott","19/11/2016",8.5,3185,3,2,2,108,142,2000,"Glen Eira",-37.8861,145.0014
"775",3827,"Elwood","1/10 Wilton Gr",3,"t",1350000,"S","hockingstuart","3/09/2016",7.7,3184,3,2,2,1170,146.861538586252,1970,"Port Phillip",-37.8831,144.9801
"776",3830,"Elwood","6/217 Brighton Rd",2,"u",525000,"S","Wilson","3/12/2016",7.7,3184,2,1,1,553,83,1960,"Port Phillip",-37.8802,144.9942
"777",3839,"Elwood","4 Wilton Gr",3,"t",1395000,"S","Pride","4/02/2016",7.7,3184,3,2,1,400,126,1996,"Port Phillip",-37.8829,144.9797
"778",3841,"Elwood","9/201 Ormond Rd",3,"u",1076960.67115367,"SP","Chisholm","4/03/2017",7.7,3184,3,2,3,958,146.861538586252,1970,"Port Phillip",-37.8874,144.9912
"779",3844,"Elwood","5/39 Shelley St",2,"u",680000,"PI","hockingstuart","4/03/2017",7.7,3184,2,1,1,510,146.861538586252,1970,"Port Phillip",-37.881,144.9837
"780",3848,"Elwood","5/10 Avoca Av",2,"u",665000,"S","McGrath","6/08/2016",7.7,3184,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"781",3865,"Elwood","3/9 Poets Gr",2,"u",660000,"VB","Chisholm","8/10/2016",7.7,3184,2,2,1,317,146.861538586252,1970,"Port Phillip",-37.8815,144.9903
"782",3871,"Elwood","3/307 Barkly St",2,"u",1076960.67115367,"PI","Biggin","10/12/2016",7.7,3184,2,1,1,565,86,1930,"Port Phillip",-37.8746,144.9796
"783",3874,"Elwood","1/6 May St",2,"u",640000,"S","Gary","11/02/2017",7.7,3184,2,1,1,626,146.861538586252,1970,"Port Phillip",-37.8791,144.9923
"784",3883,"Elwood","8/8 Pine Av",1,"u",488000,"S","hockingstuart","12/11/2016",7.7,3184,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"785",3904,"Elwood","4/38 Pine Av",3,"u",1220000,"SP","Chisholm","17/09/2016",7.7,3184,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"786",3929,"Elwood","1/40 Ormond Rd",1,"u",470000,"SP","hockingstuart","25/02/2017",7.7,3184,1,1,1,900,146.861538586252,1970,"Port Phillip",-37.8839,144.9848
"787",3930,"Elwood","2/89 Ormond Rd",1,"u",1076960.67115367,"PI","McGrath","25/02/2017",7.7,3184,1,1,1,734,146.861538586252,1970,"Port Phillip",-37.8849,144.9872
"788",3932,"Elwood","201/115 Tennyson St",2,"u",932000,"S","Gary","25/02/2017",7.7,3184,2,2,1,799,110,2012,"Port Phillip",-37.8818,144.9918
"789",3946,"Elwood","6/4 Hartpury Av",2,"u",540000,"S","Wilson","27/06/2016",7.7,3184,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"790",3949,"Elwood","10/8 Bluff Av",2,"u",1076960.67115367,"SP","Chisholm","27/11/2016",7.7,3184,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"791",3954,"Elwood","3/2 Bluff Av",2,"u",640000,"S","Chisholm","28/05/2016",7.7,3184,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"792",3961,"Elwood","2/101 Addison St",2,"u",1076960.67115367,"S","Chisholm","30/07/2016",7.7,3184,2,1,2,792,122,1930,"Port Phillip",-37.8801,144.9803
"793",3963,"Essendon","1/28 Gilbertson St",2,"u",660000,"S","Barry","3/09/2016",8,3040,2,1,1,263,113,1980,"Moonee Valley",-37.7418,144.8977
"794",3967,"Essendon","10/130 Hoffmans Rd",2,"u",531500,"S","Barry","3/12/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"795",3971,"Essendon","3/113 Tennyson St",2,"t",595000,"S","Frank","3/12/2016",8,3040,2,1,2,752,89,1990,"Moonee Valley",-37.7553,144.9302
"796",3977,"Essendon","52a Deakin St",3,"u",840000,"S","Nelson","4/03/2017",8,3040,3,2,1,282,146.861538586252,1970,"Moonee Valley",-37.7491,144.8917
"797",3978,"Essendon","3/10 Kendall St",2,"u",702500,"S","Nelson","4/03/2017",8,3040,2,1,1,168,77,2008,"Moonee Valley",-37.758,144.9311
"798",3986,"Essendon","33 Deakin St",4,"t",1250000,"PI","Frank","6/08/2016",8,3040,3,3,2,374,267,2015,"Moonee Valley",-37.7507,144.8911
"799",3987,"Essendon","5/120 Roberts St",2,"t",720000,"VB","Brad","6/08/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"800",3988,"Essendon","2/5 Warner St",2,"u",660000,"S","Paul","6/08/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"801",4006,"Essendon","1/14 Forrester St",2,"u",645000,"S","Barry","10/09/2016",8,3040,2,1,1,228,146.861538586252,1970,"Moonee Valley",-37.7531,144.9059
"802",4008,"Essendon","118a Ogilvie St",3,"t",955000,"S","Barry","10/09/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"803",4012,"Essendon","2/4 Balmoral St",2,"u",445000,"S","Nelson","10/12/2016",8,3040,2,1,1,916,146.861538586252,1970,"Moonee Valley",-37.7502,144.9065
"804",4031,"Essendon","159 Cooper St",3,"t",650000,"S","Barry","13/08/2016",8,3040,3,2,1,160,129,1985,"Moonee Valley",-37.7403,144.8989
"805",4032,"Essendon","2/21 Grice Cr",1,"u",253000,"S","Brad","13/08/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"806",4034,"Essendon","31 Lawson St",3,"t",870000,"S","Frank","14/05/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"807",4035,"Essendon","54 Ogilvie St",3,"t",1e+06,"VB","Brad","14/05/2016",8,3040,3,2,1,291,224,2013,"Moonee Valley",-37.7499,144.8927
"808",4040,"Essendon","3/134 Cooper St",2,"u",585000,"VB","Nelson","15/10/2016",8,3040,2,1,1,160,146.861538586252,1970,"Moonee Valley",-37.7421,144.8995
"809",4042,"Essendon","124c Hoffmans Rd",3,"t",720000,"S","Frank","15/10/2016",8,3040,3,1,2,190,142,1999,"Moonee Valley",-37.7418,144.8918
"810",4047,"Essendon","1/48 Spencer St",3,"u",840000,"S","Nelson","15/10/2016",8,3040,3,2,2,282,146.861538586252,1970,"Moonee Valley",-37.7468,144.9051
"811",4050,"Essendon","20/6 Winifred St",2,"t",580000,"VB","Barry","15/10/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"812",4051,"Essendon","9a Ballater St",2,"u",8e+05,"S","Paul","16/04/2016",8,3040,2,1,2,502,146.861538586252,1970,"Moonee Valley",-37.7498,144.9048
"813",4064,"Essendon","3/82 Glass St",2,"u",650000,"S","Nelson","17/09/2016",8,3040,2,1,1,156,146.861538586252,1994,"Moonee Valley",-37.746,144.9153
"814",4066,"Essendon","1/139 Roberts St",2,"u",667000,"S","Nelson","17/09/2016",8,3040,2,1,1,206,146.861538586252,1970,"Moonee Valley",-37.7426,144.9
"815",4075,"Essendon","8/899 Mt Alexander Rd",3,"t",878500,"S","LITTLE","18/03/2017",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.7523,144.9151
"816",4079,"Essendon","6/3 Ballater St",2,"u",1076960.67115367,"SP","Frank","18/06/2016",8,3040,2,1,1,973,78,1970,"Moonee Valley",-37.7503,144.9047
"817",4081,"Essendon","1/247 Keilor Rd",3,"t",750000,"VB","Brad","18/06/2016",8,3040,3,1,1,253,145,1997,"Moonee Valley",-37.7397,144.898
"818",4082,"Essendon","4/26 Richardson St",3,"t",965000,"S","Frank","18/06/2016",8,3040,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"819",4085,"Essendon","2/1 Forrester St",2,"u",420000,"S","Brad","19/11/2016",8,3040,2,1,1,469.181403665624,146.861538586252,1970,NA,-37.7535,144.9068
"820",4092,"Essendon","23a Deakin St",3,"t",1076960.67115367,"S","Nelson","22/05/2016",8,3040,3,2,1,327,146.861538586252,1970,"Moonee Valley",-37.7519,144.8909
