"","X","Suburb","Address","Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
"1349",2058,"Brighton East","11 Burwah Av",4,"h",2127000,"S","hockingstuart","16/04/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1350",2059,"Brighton East","13 Stradbroke Av",4,"h",1076960.67115367,"S","Buxton","16/04/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1351",2061,"Brighton East","38 Agnew St",3,"h",1710000,"S","hockingstuart","17/09/2016",10.7,3187,4,3,2,435,228,1915,"Bayside",-37.91,145.0113
"1352",2062,"Brighton East","36 Billson St",3,"h",1800000,"S","Buxton","17/09/2016",10.7,3187,3,1,1,703,146.861538586252,1970,"Bayside",-37.9185,145.0138
"1353",2063,"Brighton East","29 Cluden St",4,"h",1706000,"S","Buxton","17/09/2016",10.7,3187,3,3,2,538,146.861538586252,1970,"Bayside",-37.9126,145.011
"1354",2064,"Brighton East","6 Hughes St",4,"h",1076960.67115367,"SP","Buxton","17/09/2016",10.7,3187,4,2,2,347,146.861538586252,1970,"Bayside",-37.9211,145.0162
"1355",2065,"Brighton East","1/2 Robinson St",3,"t",1300000,"PI","Buxton","17/09/2016",10.7,3187,3,2,2,337,222,2000,"Bayside",-37.9196,145.0205
"1356",2067,"Brighton East","6 Egan St",3,"h",1076960.67115367,"SP","Nick","18/03/2017",10.7,3187,3,1,1,395,146.861538586252,1970,"Bayside",-37.9077,145.0235
"1357",2068,"Brighton East","10 Holmhurst Ct",3,"h",1076960.67115367,"S","Buxton","18/03/2017",10.7,3187,3,1,2,631,146.861538586252,1970,"Bayside",-37.9298,145.0146
"1358",2069,"Brighton East","14 Northern Av",3,"h",1845000,"S","Buxton","18/03/2017",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1359",2070,"Brighton East","39 Plantation Av",4,"h",1076960.67115367,"SP","Buxton","18/03/2017",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1360",2072,"Brighton East","27 Arnold Rd",4,"h",2200000,"PI","Buxton","18/06/2016",10.7,3187,4,2,2,654,286,2000,"Bayside",-37.9292,145.0236
"1361",2074,"Brighton East","11 Carrington Gr",4,"h",1076960.67115367,"S","Buxton","18/06/2016",10.7,3187,4,2,3,975,330,1988,"Bayside",-37.9175,145.0122
"1362",2075,"Brighton East","7 Edro Av",3,"h",1912500,"S","Buxton","18/06/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1363",2076,"Brighton East","15a Glencairn Av",4,"h",1655000,"SP","Buxton","18/06/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1364",2077,"Brighton East","3 Killeen Av",3,"h",1800000,"S","Buxton","18/06/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1365",2078,"Brighton East","34a Pine St",4,"h",1076960.67115367,"S","Marshall","18/06/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1366",2079,"Brighton East","1/196 South Rd",4,"t",1076960.67115367,"PN","Rodney","18/06/2016",10.7,3187,3,2,3,255,195,2000,"Bayside",-37.931,145.0157
"1367",2081,"Brighton East","7 Allfrey St",4,"h",1076960.67115367,"S","Buxton","19/11/2016",10.7,3187,4,3,2,630,201,1925,"Bayside",-37.9043,145.0242
"1368",2082,"Brighton East","31 Clinton St",3,"t",1076960.67115367,"S","Buxton","19/11/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1369",2083,"Brighton East","155 Dendy St",3,"h",1400000,"S","Hodges","19/11/2016",10.7,3187,3,2,2,486,146.861538586252,1970,"Bayside",-37.9213,145.0111
"1370",2084,"Brighton East","4 Hansen St",3,"h",9e+05,"S","Hodges","19/11/2016",10.7,3187,3,2,2,236,146.861538586252,1970,"Bayside",-37.9215,145.0227
"1371",2085,"Brighton East","25 Robinson St",4,"h",2150000,"S","Buxton","19/11/2016",10.7,3187,4,3,2,614,225,1970,"Bayside",-37.9186,145.0175
"1372",2086,"Brighton East","206 South Rd",4,"h",1725000,"SP","Hodges","19/11/2016",10.7,3187,4,3,2,798,146.861538586252,1970,"Bayside",-37.9311,145.0169
"1373",2088,"Brighton East","7b Tatong Rd",4,"h",1200000,"PI","hockingstuart","19/11/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1374",2089,"Brighton East","18 Thomas St",4,"h",1076960.67115367,"PN","Ray","19/11/2016",10.7,3187,4,2,2,604,250,1970,"Bayside",-37.9175,145.0233
"1375",2090,"Brighton East","2/29 Thomas St",3,"h",1076960.67115367,"S","Gary","19/11/2016",10.7,3187,3,2,2,331,146.861538586252,1945,"Bayside",-37.9157,145.0229
"1376",2091,"Brighton East","25 Agnew St",4,"h",1650000,"VB","Hodges","22/05/2016",10.7,3187,4,2,4,506,146.861538586252,1997,"Bayside",-37.9111,145.0108
"1377",2092,"Brighton East","18 Curzon St",4,"h",1720000,"S","Buxton","22/05/2016",10.7,3187,2,2,2,676,146.861538586252,1970,"Bayside",-37.9198,145.0137
"1378",2094,"Brighton East","1 Marriage Rd",4,"h",1815000,"S","hockingstuart","22/05/2016",10.7,3187,4,2,2,732,146.861538586252,1970,"Bayside",-37.9184,145.007
"1379",2096,"Brighton East","23a Elizabeth St",3,"t",1076960.67115367,"S","hockingstuart","22/08/2016",10.7,3187,3,2,2,297,146.861538586252,1970,"Bayside",-37.9047,145.0168
"1380",2097,"Brighton East","107 Marriage Rd",4,"h",1076960.67115367,"SP","Nick","23/04/2016",10.7,3187,4,2,4,618,212,1950,"Bayside",-37.9196,145.0177
"1381",2098,"Brighton East","20a Binnie St",3,"h",1076960.67115367,"S","Nick","24/09/2016",10.7,3187,3,2,1,360,136,1999,"Bayside",-37.9247,145.0082
"1382",2100,"Brighton East","16b Regent St",3,"t",1511000,"S","RT","24/09/2016",10.7,3187,2,2,2,496,146.861538586252,1970,"Bayside",-37.9237,145.0075
"1383",2101,"Brighton East","8 Thomas St",2,"h",1310000,"S","Buxton","24/09/2016",10.7,3187,4,3,2,302,250,2018,"Glen Eira",-37.9182,145.0231
"1384",2102,"Brighton East","94 Thomas St",3,"h",1076960.67115367,"SP","hockingstuart","24/09/2016",10.7,3187,3,2,2,700,142,1950,"Bayside",-37.91,145.0246
"1385",2104,"Brighton East","2/20 Blanche St",3,"t",1580000,"S","Buxton","25/02/2017",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.9096,145.009
"1386",2105,"Brighton East","4 Caramar Av",4,"h",1076960.67115367,"S","Buxton","25/02/2017",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1387",2107,"Brighton East","69 Centre Rd",4,"h",1076960.67115367,"S","Buxton","25/02/2017",10.7,3187,4,3,2,517,197,1940,"Bayside",-37.9153,145.0144
"1388",2108,"Brighton East","35 Elizabeth St",3,"h",1537000,"SP","Marshall","25/02/2017",10.7,3187,3,2,2,324,146.861538586252,1999,"Bayside",-37.9034,145.017
"1389",2109,"Brighton East","39 Ferguson St",3,"h",1100000,"S","HAR","25/02/2017",10.7,3187,3,1,1,420,146.861538586252,1970,"Bayside",-37.9108,145.0121
"1390",2110,"Brighton East","313 Nepean Hwy",2,"h",994000,"S","Buxton","25/02/2017",10.7,3187,2,2,2,539,146.861538586252,1970,"Bayside",-37.9013,145.0072
"1391",2111,"Brighton East","9 Northern Av",4,"h",1076960.67115367,"PI","Buxton","25/02/2017",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1392",2112,"Brighton East","10b Robinson St",4,"t",2160000,"PI","Ray","25/02/2017",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1393",2113,"Brighton East","307 South Rd",3,"h",1076960.67115367,"SN","Ray","25/02/2017",10.7,3187,3,1,3,784,105,1940,"Bayside",-37.9311,145.0207
"1394",2114,"Brighton East","7 Valdemar Ct",4,"h",1447000,"S","Marshall","25/02/2017",10.7,3187,4,1,2,590,146.861538586252,1970,"Bayside",-37.9286,145.0274
"1395",2117,"Brighton East","15 Eloura Av",4,"h",1550000,"S","Buxton","27/06/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1396",2118,"Brighton East","33 Union St",3,"h",1076960.67115367,"SN","Gary","27/06/2016",10.7,3187,2,1,1,424,136,1925,"Bayside",-37.9078,145.0119
"1397",2119,"Brighton East","31 Agnew St",3,"h",1076960.67115367,"S","hockingstuart","27/11/2016",10.7,3187,3,2,1,371,140,1890,"Bayside",-37.9102,145.0109
"1398",2121,"Brighton East","1/9 Burwah Av",3,"t",1470000,"S","Biggin","27/11/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1399",2123,"Brighton East","47 Grant St",4,"t",1076960.67115367,"SP","Marshall","27/11/2016",10.7,3187,4,2,4,316,214,2007,"Bayside",-37.9135,145.0111
"1400",2124,"Brighton East","2 Heathfield Rd",4,"h",1076960.67115367,"SP","Hodges","27/11/2016",10.7,3187,4,3,2,596,146.861538586252,1920,"Bayside",-37.9271,145.0051
"1401",2126,"Brighton East","2/15 Roseberry Av",3,"t",1185000,"S","Buxton","27/11/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1402",2127,"Brighton East","11 Summerhill Rd",2,"h",1813000,"S","Buxton","27/11/2016",10.7,3187,2,1,2,660,117,1930,"Bayside",-37.9179,145.0127
"1403",2128,"Brighton East","28 Sunlight Cr",4,"h",2175000,"S","Marshall","27/11/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1404",2130,"Brighton East","19 Wrixon Av",4,"h",2160000,"S","hockingstuart","27/11/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1405",2131,"Brighton East","5 Arnot St",3,"t",1230000,"S","hockingstuart","28/05/2016",10.7,3187,3,2,2,297,193,1980,"Bayside",-37.9124,145.0132
"1406",2132,"Brighton East","25 Binnie St",4,"h",1076960.67115367,"S","Marshall","28/05/2016",10.7,3187,2,2,2,640,146.861538586252,1970,"Bayside",-37.9244,145.0081
"1407",2133,"Brighton East","4 Bruce St",4,"h",1389000,"S","Buxton","28/05/2016",10.7,3187,4,1,2,656,150,1930,"Bayside",-37.9027,145.0225
"1408",2136,"Brighton East","28 Welwyn Av",4,"h",1076960.67115367,"S","Buxton","28/05/2016",10.7,3187,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1409",2138,"Brighton East","1 Holmhurst Ct",4,"h",1076960.67115367,"SP","Buxton","28/08/2016",10.7,3187,4,3,1,618,222,1950,"Bayside",-37.9294,145.0138
"1410",2140,"Brighton East","54 Regent St",3,"t",1420000,"S","hockingstuart","28/08/2016",10.7,3187,3,2,2,247,146.861538586252,1970,"Bayside",-37.9241,145.0108
"1411",2141,"Brighton East","176 Thomas St",3,"h",1076960.67115367,"SP","Buxton","28/08/2016",10.7,3187,3,1,2,576,164,1968,"Glen Eira",-37.9029,145.0261
"1412",2143,"Brighton East","2a Hurlstone St",2,"t",1014000,"S","Buxton","30/07/2016",10.7,3187,2,1,1,267,131,1990,"Bayside",-37.9055,145.0173
"1413",2145,"Brunswick","234 Victoria St",2,"h",1026000,"S","Nelson","3/09/2016",5.2,3056,2,1,0,225,108,1905,"Moreland",-37.7676,144.9665
"1414",2146,"Brunswick","9 Blair St",4,"h",1802500,"S","Jellis","3/12/2016",5.2,3056,4,3,1,238,93,1910,"Moreland",-37.7713,144.9643
"1415",2147,"Brunswick","25 Hardy St",4,"h",1500000,"VB","Nelson","3/12/2016",5.2,3056,4,3,1,365,209,1890,"Moreland",-37.7624,144.9671
"1416",2148,"Brunswick","47 Amelia St",3,"t",1076960.67115367,"S","Nelson","4/03/2017",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1417",2149,"Brunswick","2/11 Barningham St",2,"t",665000,"SP","Jellis","4/03/2017",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1418",2151,"Brunswick","56b Dunstan Av",4,"h",1330000,"S","Ray","4/03/2017",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1419",2152,"Brunswick","29 Stewart St",4,"h",2230000,"S","Nelson","4/03/2017",5.2,3056,4,2,3,851,287,1940,"Moreland",-37.7637,144.9662
"1420",2153,"Brunswick","1/182 Albion St",3,"h",1050000,"SP","hockingstuart","4/06/2016",5.2,3056,3,1,2,264,146.861538586252,1970,"Moreland",-37.7611,144.9644
"1421",2157,"Brunswick","3/36 Dunstan Av",2,"t",677000,"S","Joseph","4/06/2016",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1422",2160,"Brunswick","77 Blyth St",3,"h",950000,"SP","Jellis","6/08/2016",5.2,3056,3,1,0,170,96,1910,"Moreland",-37.7661,144.9691
"1423",2164,"Brunswick","141 Gold St",2,"h",845500,"S","Nelson","7/05/2016",5.2,3056,2,1,1,179,90,1890,"Moreland",-37.7742,144.9542
"1424",2165,"Brunswick","143 Gold St",2,"h",860000,"S","Nelson","7/05/2016",5.2,3056,2,1,1,181,146.861538586252,1910,"Moreland",-37.7742,144.9541
"1425",2167,"Brunswick","13 Percy St",3,"h",1055000,"S","Nelson","7/05/2016",5.2,3056,3,1,1,324,146.861538586252,1930,"Moreland",-37.7653,144.9586
"1426",2168,"Brunswick","82 Rose St",3,"h",1076960.67115367,"S","Nelson","7/05/2016",5.2,3056,3,1,1,402,146.861538586252,1970,"Moreland",-37.7554,144.9529
"1427",2173,"Brunswick","79 Hope St",4,"h",1450000,"S","Jellis","7/11/2016",5.2,3056,4,2,2,323,146.861538586252,1970,"Moreland",-37.7637,144.9565
"1428",2174,"Brunswick","2 Sheffield St",3,"h",990000,"S","Nelson","7/11/2016",5.2,3056,3,1,2,410,146.861538586252,1970,"Moreland",-37.7604,144.9514
"1429",2175,"Brunswick","129 Albion St",4,"h",1115000,"PI","Jellis","8/10/2016",5.2,3056,4,1,0,264,139,1900,"Moreland",-37.7611,144.9677
"1430",2176,"Brunswick","57 Collier Cr",3,"h",981000,"S","Ray","8/10/2016",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1431",2177,"Brunswick","39 Eveline St",3,"h",1125000,"S","Jellis","8/10/2016",5.2,3056,3,1,1,278,91,1910,"Moreland",-37.7701,144.9633
"1432",2178,"Brunswick","33 Lyle St",2,"h",1076960.67115367,"S","Nelson","8/10/2016",5.2,3056,2,1,1,133,146.861538586252,1970,"Moreland",-37.7649,144.9566
"1433",2179,"Brunswick","28 Osborne St",3,"h",855000,"S","Nelson","8/10/2016",5.2,3056,3,1,1,229,97,1930,"Moreland",-37.7622,144.9586
"1434",2180,"Brunswick","78 Stewart St",3,"h",910000,"S","Jellis","8/10/2016",5.2,3056,2,1,1,215,146.861538586252,1970,"Moreland",-37.7642,144.9688
"1435",2182,"Brunswick","16 Thistle St",3,"t",940000,"S","Ray","8/10/2016",5.2,3056,3,2,1,186,140,2016,"Moreland",-37.7581,144.9514
"1436",2183,"Brunswick","28 Blair St",2,"h",1100000,"S","Nelson","10/09/2016",5.2,3056,2,1,0,153,146.861538586252,1900,"Moreland",-37.7705,144.9647
"1437",2184,"Brunswick","3/38 Charles St",2,"t",750000,"PI","Nelson","10/09/2016",5.2,3056,2,2,1,118,88,2013,"Moreland",-37.7723,144.9643
"1438",2185,"Brunswick","73 Davies St",2,"h",1056000,"S","Nelson","10/09/2016",5.2,3056,2,1,1,315,108,1910,"Moreland",-37.757,144.9697
"1439",2186,"Brunswick","10 Dunstan Av",3,"h",1045000,"S","Jellis","10/09/2016",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1440",2191,"Brunswick","5 MacKenzie St",3,"h",1222500,"S","Nelson","10/12/2016",5.2,3056,3,1,0,331,126,1890,"Moreland",-37.7619,144.959
"1441",2192,"Brunswick","6 Murdock St",3,"h",1076960.67115367,"SN","Walshe","10/12/2016",5.2,3056,3,1,0,262,98,1910,"Moreland",-37.7556,144.9588
"1442",2193,"Brunswick","3A Austin Tce",3,"h",810000,"PI","Rendina","11/02/2017",5.2,3056,3,2,3,177,146.861538586252,1970,"Moreland",-37.7609,144.9677
"1443",2195,"Brunswick","61 Evans St",2,"h",1105000,"S","Nelson","11/02/2017",5.2,3056,2,1,1,147,146.861538586252,1970,"Moreland",-37.7702,144.9692
"1444",2196,"Brunswick","136 Hope St",2,"h",1260000,"S","Jellis","11/02/2017",5.2,3056,2,1,1,385,146.861538586252,1925,"Moreland",-37.7631,144.9534
"1445",2197,"Brunswick","87 Hope St",3,"t",955000,"S","Nelson","11/02/2017",5.2,3056,3,2,2,327,110,2007,"Moreland",-37.7636,144.9559
"1446",2199,"Brunswick","443 Albert St",2,"h",1094000,"S","Nelson","11/03/2017",5.2,3056,2,1,2,301,146.861538586252,1970,"Moreland",-37.7672,144.9496
"1447",2200,"Brunswick","391 Brunswick Rd",3,"h",1135000,"S","Barry","11/03/2017",5.2,3056,3,1,1,438,146.861538586252,1970,"Moreland",-37.7758,144.9508
"1448",2201,"Brunswick","332 Albion St",2,"h",792000,"S","Nelson","12/11/2016",5.2,3056,2,1,1,149,146.861538586252,1970,"Moreland",-37.7597,144.9528
"1449",2203,"Brunswick","20 Collier Cr",2,"h",906500,"SP","Woodards","12/11/2016",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1450",2205,"Brunswick","98 Evans St",3,"h",1060000,"S","Nelson","12/11/2016",5.2,3056,3,1,0,257,121,1935,"Moreland",-37.7704,144.9695
"1451",2206,"Brunswick","144A Glenlyon Rd",2,"h",840000,"S","Jellis","12/11/2016",5.2,3056,2,1,1,186,146.861538586252,1970,"Moreland",-37.7727,144.9707
"1452",2208,"Brunswick","246 Victoria St",2,"h",890000,"S","Jellis","12/11/2016",5.2,3056,2,1,1,199,93,1900,"Moreland",-37.7676,144.9659
"1453",2209,"Brunswick","190 Barkly St",4,"h",1358000,"S","Nelson","13/08/2016",5.2,3056,4,1,1,416,146.861538586252,1970,"Moreland",-37.7769,144.9661
"1454",2210,"Brunswick","7 Barrow St",3,"h",840000,"VB","Brad","13/08/2016",5.2,3056,2,1,0,209,146.861538586252,1970,"Moreland",-37.7624,144.9692
"1455",2211,"Brunswick","316 Brunswick Rd",3,"h",1076960.67115367,"S","Holland","13/08/2016",5.2,3056,3,2,1,200,151,1890,"Moreland",-37.7763,144.9526
"1456",2215,"Brunswick","74 Davies St",3,"h",905000,"S","Nelson","14/05/2016",5.2,3056,3,1,1,314,146.861538586252,1970,"Moreland",-37.7573,144.97
"1457",2216,"Brunswick","14 Murdock St",3,"h",976000,"S","Jellis","14/05/2016",5.2,3056,3,2,1,240,162,2005,"Moreland",-37.756,144.9587
"1458",2218,"Brunswick","157 Albion St",2,"h",770000,"S","Nelson","15/10/2016",5.2,3056,2,1,0,152,87,1910,"Moreland",-37.7611,144.966
"1459",2220,"Brunswick","177 Barkly St",4,"h",1800000,"VB","Nelson","15/10/2016",5.2,3056,4,2,3,271,180,1900,"Moreland",-37.7769,144.9691
"1460",2221,"Brunswick","1 Bruce St",4,"h",1076960.67115367,"PI","Jellis","15/10/2016",5.2,3056,4,2,2,478,122,1910,"Moreland",-37.7725,144.966
"1461",2222,"Brunswick","30 Charles St",4,"h",1350000,"S","Nelson","15/10/2016",5.2,3056,4,1,1,370,151,1940,"Moreland",-37.7728,144.9639
"1462",2223,"Brunswick","113 Glenlyon Rd",4,"h",1320000,"S","Nelson","15/10/2016",5.2,3056,4,2,1,281,156,1920,"Moreland",-37.7722,144.9681
"1463",2224,"Brunswick","25 Merri St",4,"h",1076960.67115367,"S","Nelson","15/10/2016",5.2,3056,4,2,1,202,202,1900,"Moreland",-37.7724,144.9629
"1464",2225,"Brunswick","56 Rose St",2,"h",1076960.67115367,"SP","Woodards","15/10/2016",5.2,3056,2,1,1,203,102,1900,"Moreland",-37.7566,144.9526
"1465",2226,"Brunswick","311 Albion St",3,"h",825000,"S","Nelson","16/04/2016",5.2,3056,3,1,1,210,130,1900,"Moreland",-37.7597,144.9545
"1466",2227,"Brunswick","46 Cassels Rd",2,"h",860000,"S","Nelson","16/04/2016",5.2,3056,3,1,2,352,146.861538586252,1900,"Moreland",-37.7566,144.9599
"1467",2228,"Brunswick","50 Davies St",2,"h",830000,"S","Nelson","16/04/2016",5.2,3056,2,1,1,319,146.861538586252,1970,"Moreland",-37.7572,144.9686
"1468",2229,"Brunswick","58 Donald St",2,"h",936000,"S","Nelson","16/04/2016",5.2,3056,2,1,2,200,146.861538586252,1970,"Moreland",-37.7581,144.9678
"1469",2230,"Brunswick","175 Edward St",3,"h",1261000,"S","Nelson","16/04/2016",5.2,3056,2,1,1,216,100,1910,"Moreland",-37.7746,144.9697
"1470",2231,"Brunswick","84 Stewart St",3,"h",1045000,"S","Jellis","16/04/2016",5.2,3056,3,1,2,222,105,1890,"Moreland",-37.7642,144.969
"1471",2234,"Brunswick","27 Union St",4,"h",1076960.67115367,"S","Nelson","16/07/2016",5.2,3056,3,1,1,161,146.861538586252,1970,"Moreland",-37.7741,144.9581
"1472",2235,"Brunswick","154 Brunswick Rd",3,"h",1050000,"SP","Nelson","17/09/2016",5.2,3056,3,1,1,239,126,1910,"Moreland",-37.7776,144.963
"1473",2236,"Brunswick","2 Chambers St",3,"h",1691500,"S","Nelson","17/09/2016",5.2,3056,3,2,3,470,152,1920,"Moreland",-37.7788,144.9688
"1474",2237,"Brunswick","54 Davies St",2,"h",1075000,"PI","Jellis","17/09/2016",5.2,3056,2,1,0,311,108,1930,"Moreland",-37.7572,144.9687
"1475",2241,"Brunswick","17 Dunstan Av",3,"h",1276000,"SP","Nelson","18/03/2017",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1476",2242,"Brunswick","52 Evans St",3,"h",1650000,"S","Nelson","18/03/2017",5.2,3056,3,1,2,495,141,1920,"Moreland",-37.7702,144.9672
"1477",2243,"Brunswick","2 Horne St",4,"h",1076960.67115367,"S","Jellis","18/03/2017",5.2,3056,4,2,1,351,150,1910,"Moreland",-37.7729,144.9693
"1478",2244,"Brunswick","32 Laura St",2,"h",1060000,"S","Nelson","18/03/2017",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1479",2246,"Brunswick","32 Rose St",1,"h",8e+05,"PI","Walshe","18/03/2017",5.2,3056,1,1,4,330,146.861538586252,1970,"Moreland",-37.7577,144.9524
"1480",2247,"Brunswick","17 Sutherland St",2,"h",1015000,"S","Nelson","18/03/2017",5.2,3056,2,1,0,453,86,1920,"Moreland",-37.762,144.9547
"1481",2248,"Brunswick","133 Weston St",3,"h",1410000,"S","Raine","18/03/2017",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,-37.7756,144.9697
"1482",2253,"Brunswick","68 Henkel St",2,"h",890000,"S","Jellis","18/06/2016",5.2,3056,2,1,1,259,146.861538586252,1970,"Moreland",-37.7653,144.9565
"1483",2254,"Brunswick","144 Union St",3,"h",1815000,"S","Nelson","18/06/2016",5.2,3056,3,1,3,612,146.861538586252,1970,"Moreland",-37.773,144.952
"1484",2256,"Brunswick","105 Dawson St",2,"h",860000,"PI","Jellis","19/11/2016",5.2,3056,2,1,1,298,88,1910,"Moreland",-37.7704,144.9504
"1485",2259,"Brunswick","64 Henkel St",3,"h",990000,"S","Nelson","19/11/2016",5.2,3056,3,2,1,194,146.861538586252,1970,"Moreland",-37.7653,144.9567
"1486",2262,"Brunswick","5 Hanover St",3,"h",985000,"S","Jellis","22/05/2016",5.2,3056,3,1,2,384,89,1940,"Moreland",-37.7626,144.9535
"1487",2263,"Brunswick","64 Hanover St",3,"h",1250000,"S","Ray","22/05/2016",5.2,3056,3,1,1,483,162,1890,"Moreland",-37.7602,144.9543
"1488",2269,"Brunswick","58 Cassels Rd",3,"h",860000,"S","Ray","22/08/2016",5.2,3056,3,1,1,184,104,1890,"Moreland",-37.7563,144.96
"1489",2271,"Brunswick","26 Talbot St",2,"h",860000,"SP","Jellis","22/08/2016",5.2,3056,2,1,0,153,146.861538586252,1970,"Moreland",-37.7657,144.9574
"1490",2272,"Brunswick","24 Amelia St",3,"t",795000,"S","RT","23/04/2016",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1491",2273,"Brunswick","92 Brunswick Rd",3,"h",1076960.67115367,"SP","Nelson","23/04/2016",5.2,3056,3,1,1,218,146.861538586252,1970,"Moreland",-37.7781,144.9675
"1492",2274,"Brunswick","20 Luscombe St",2,"t",815000,"S","Nelson","23/04/2016",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1493",2275,"Brunswick","4 McPherson St",3,"h",835000,"PI","Jellis","23/04/2016",5.2,3056,3,1,0,302,146.861538586252,1970,"Moreland",-37.758,144.9724
"1494",2277,"Brunswick","30 Thistle St",3,"h",1050000,"PI","Collins","23/04/2016",5.2,3056,3,1,1,469.181403665624,146.861538586252,1970,NA,NA,NA
"1495",2278,"Brunswick","94 Wilson St",2,"h",8e+05,"S","Biggin","23/04/2016",5.2,3056,2,1,0,137,146.861538586252,1970,"Moreland",-37.7745,144.9558
"1496",2281,"Brunswick","270 Albion St",3,"h",880000,"S","Nelson","24/09/2016",5.2,3056,3,1,1,264,117,1915,"Moreland",-37.7603,144.9573
"1497",2282,"Brunswick","1 Davison St",3,"h",1e+06,"S","Nelson","24/09/2016",5.2,3056,3,1,1,370,146.861538586252,1970,"Moreland",-37.7632,144.9572
"1498",2283,"Brunswick","2/18 De Carle St",2,"t",754000,"S","Nelson","24/09/2016",5.2,3056,2,2,1,177,105,2000,"Moreland",-37.7625,144.9653
"1499",2284,"Brunswick","9 Eveline St",3,"h",1076960.67115367,"SN","Barry","24/09/2016",5.2,3056,3,2,0,276,146.861538586252,1970,"Moreland",-37.7711,144.9631
"1500",2289,"Brunswick","41 Eveline St",2,"h",1020000,"S","Jellis","25/02/2017",5.2,3056,2,1,1,279,146.861538586252,1970,"Moreland",-37.77,144.9633
"1501",2290,"Brunswick","28 Frederick St",3,"h",1510000,"S","Nelson","25/02/2017",5.2,3056,3,1,0,325,150,1920,"Moreland",-37.7621,144.9595
"1502",2291,"Brunswick","3/30 Heller St",2,"t",801000,"S","Jellis","25/02/2017",5.2,3056,2,2,1,156,87,2007,"Moreland",-37.7744,144.9498
"1503",2294,"Brunswick","5 Charles St",3,"h",1076960.67115367,"SP","Nelson","26/07/2016",5.2,3056,2,1,0,179,146.861538586252,1900,"Moreland",-37.7745,144.9634
"1504",2295,"Brunswick","4 Frederick St",3,"h",1170000,"S","Nelson","26/07/2016",5.2,3056,3,1,0,285,104,1890,"Moreland",-37.7634,144.9593
"1505",2296,"Brunswick","14 Goodman St",3,"h",1076960.67115367,"S","Jellis","26/07/2016",5.2,3056,3,1,1,406,106,1930,"Moreland",-37.773,144.9571
"1506",2297,"Brunswick","4 Bell St",4,"h",1790000,"S","Ray","27/06/2016",5.2,3056,3,1,1,416,129,1920,"Moreland",-37.7737,144.965
"1507",2298,"Brunswick","2/123 Brunswick Rd",3,"t",640000,"PI","Walshe","27/06/2016",5.2,3056,3,2,1,110,118,2000,"Moreland",-37.7776,144.9691
"1508",2299,"Brunswick","4 Bryant St",4,"h",820000,"VB","Nelson","27/06/2016",5.2,3056,3,1,0,416,146.861538586252,1970,"Moreland",-37.763,144.9598
